# Author : Radia User
# W150_G11_P20
# Undulator Length [m]
3
# Number of Horizontal Points
101
# Number of Vertical Points
21
# Horizontal 2nd Order Kick [T2m2]
START
  5.00000e-004 -1.10456e-004 -1.07262e-004 -1.19581e-004 -2.35543e-004 -6.52349e-004 -1.64869e-003 -3.41204e-003 -5.84773e-003 -8.60991e-003 -1.13175e-002 -1.37177e-002 -1.57103e-002 -1.73002e-002 -1.85444e-002 -1.95180e-002 -2.02957e-002 -2.09462e-002 -2.15300e-002 -2.21005e-002 -2.27064e-002 -2.33934e-002 -2.42075e-002 -2.51970e-002 -2.64150e-002 -2.79233e-002 -2.97948e-002 -3.21196e-002 -3.50099e-002 -3.86088e-002 -4.30944e-002 -4.86942e-002 -5.56974e-002 -6.44447e-002 -7.53168e-002 -8.86658e-002 -1.04628e-001 -1.22753e-001 -1.41382e-001 -1.57033e-001 -1.64701e-001 -1.60191e-001 -1.43511e-001 -1.19399e-001 -9.38803e-002 -7.09879e-002 -5.21759e-002 -3.72722e-002 -2.54682e-002 -1.58506e-002 -7.59758e-003  0.00000e+000  7.59758e-003  1.58506e-002  2.54682e-002  3.72722e-002  5.21759e-002  7.09879e-002  9.38803e-002  1.19399e-001  1.43511e-001  1.60191e-001  1.64701e-001  1.57033e-001  1.41382e-001  1.22753e-001  1.04628e-001  8.86658e-002  7.53168e-002  6.44447e-002  5.56974e-002  4.86942e-002  4.30944e-002  3.86088e-002  3.50099e-002  3.21196e-002  2.97948e-002  2.79233e-002  2.64150e-002  2.51970e-002  2.42075e-002  2.33934e-002  2.27064e-002  2.21005e-002  2.15300e-002  2.09462e-002  2.02957e-002  1.95180e-002  1.85444e-002  1.73002e-002  1.57103e-002  1.37177e-002  1.13175e-002  8.60991e-003  5.84774e-003  3.41204e-003  1.64869e-003  6.52350e-004  2.35544e-004  1.19581e-004  1.07262e-004  1.10456e-004
  0.00000e+000 -1.07436e-004 -1.02126e-004 -1.11154e-004 -2.21803e-004 -6.28916e-004 -1.60857e-003 -3.35195e-003 -5.77596e-003 -8.54217e-003 -1.12657e-002 -1.36854e-002 -1.56949e-002 -1.72972e-002 -1.85499e-002 -1.95284e-002 -2.03091e-002 -2.09610e-002 -2.15455e-002 -2.21161e-002 -2.27223e-002 -2.34096e-002 -2.42247e-002 -2.52151e-002 -2.64352e-002 -2.79455e-002 -2.98205e-002 -3.21497e-002 -3.50464e-002 -3.86511e-002 -4.31463e-002 -4.87570e-002 -5.57678e-002 -6.45184e-002 -7.53799e-002 -8.86839e-002 -1.04533e-001 -1.22428e-001 -1.40683e-001 -1.55896e-001 -1.63316e-001 -1.59051e-001 -1.43048e-001 -1.19617e-001 -9.44757e-002 -7.16577e-002 -5.27475e-002 -3.76991e-002 -2.57593e-002 -1.60285e-002 -7.68442e-003  0.00000e+000  7.68442e-003  1.60285e-002  2.57593e-002  3.76991e-002  5.27475e-002  7.16577e-002  9.44757e-002  1.19617e-001  1.43048e-001  1.59051e-001  1.63316e-001  1.55896e-001  1.40683e-001  1.22428e-001  1.04533e-001  8.86839e-002  7.53799e-002  6.45184e-002  5.57678e-002  4.87570e-002  4.31463e-002  3.86511e-002  3.50464e-002  3.21497e-002  2.98205e-002  2.79455e-002  2.64352e-002  2.52151e-002  2.42247e-002  2.34096e-002  2.27223e-002  2.21161e-002  2.15455e-002  2.09610e-002  2.03091e-002  1.95283e-002  1.85499e-002  1.72972e-002  1.56949e-002  1.36854e-002  1.12657e-002  8.54218e-003  5.77596e-003  3.35195e-003  1.60857e-003  6.28915e-004  2.21803e-004  1.11154e-004  1.02126e-004  1.07435e-004
 -5.00000e-004 -1.10456e-004 -1.07262e-004 -1.19581e-004 -2.35543e-004 -6.52349e-004 -1.64869e-003 -3.41204e-003 -5.84773e-003 -8.60991e-003 -1.13175e-002 -1.37177e-002 -1.57103e-002 -1.73002e-002 -1.85444e-002 -1.95180e-002 -2.02957e-002 -2.09462e-002 -2.15300e-002 -2.21005e-002 -2.27064e-002 -2.33934e-002 -2.42075e-002 -2.51970e-002 -2.64150e-002 -2.79233e-002 -2.97948e-002 -3.21196e-002 -3.50099e-002 -3.86088e-002 -4.30944e-002 -4.86942e-002 -5.56974e-002 -6.44447e-002 -7.53168e-002 -8.86658e-002 -1.04628e-001 -1.22753e-001 -1.41382e-001 -1.57033e-001 -1.64701e-001 -1.60191e-001 -1.43511e-001 -1.19399e-001 -9.38803e-002 -7.09879e-002 -5.21759e-002 -3.72722e-002 -2.54682e-002 -1.58506e-002 -7.59758e-003  0.00000e+000  7.59758e-003  1.58506e-002  2.54682e-002  3.72722e-002  5.21759e-002  7.09879e-002  9.38803e-002  1.19399e-001  1.43511e-001  1.60191e-001  1.64701e-001  1.57033e-001  1.41382e-001  1.22753e-001  1.04628e-001  8.86658e-002  7.53168e-002  6.44447e-002  5.56974e-002  4.86942e-002  4.30944e-002  3.86088e-002  3.50099e-002  3.21196e-002  2.97948e-002  2.79233e-002  2.64150e-002  2.51970e-002  2.42075e-002  2.33934e-002  2.27064e-002  2.21005e-002  2.15300e-002  2.09462e-002  2.02957e-002  1.95180e-002  1.85444e-002  1.73002e-002  1.57103e-002  1.37177e-002  1.13175e-002  8.60991e-003  5.84774e-003  3.41204e-003  1.64869e-003  6.52350e-004  2.35544e-004  1.19581e-004  1.07262e-004  1.10456e-004
 -1.00000e-003 -1.19627e-004 -1.22977e-004 -1.45638e-004 -2.78474e-004 -7.25919e-004 -1.77425e-003 -3.59785e-003 -6.06561e-003 -8.81151e-003 -1.14689e-002 -1.38107e-002 -1.57531e-002 -1.73063e-002 -1.85266e-002 -1.94858e-002 -2.02555e-002 -2.09020e-002 -2.14838e-002 -2.20533e-002 -2.26585e-002 -2.33443e-002 -2.41566e-002 -2.51423e-002 -2.63555e-002 -2.78558e-002 -2.97173e-002 -3.20286e-002 -3.49013e-002 -3.84769e-002 -4.29366e-002 -4.85085e-002 -5.54847e-002 -6.42166e-002 -7.51205e-002 -8.85995e-002 -1.04897e-001 -1.23706e-001 -1.43478e-001 -1.60522e-001 -1.68998e-001 -1.63722e-001 -1.44880e-001 -1.18631e-001 -9.19947e-002 -6.89402e-002 -5.04435e-002 -3.59787e-002 -2.45843e-002 -1.53128e-002 -7.34689e-003  0.00000e+000  7.34689e-003  1.53128e-002  2.45843e-002  3.59787e-002  5.04435e-002  6.89402e-002  9.19947e-002  1.18631e-001  1.44880e-001  1.63724e-001  1.68998e-001  1.60522e-001  1.43478e-001  1.23706e-001  1.04897e-001  8.85995e-002  7.51205e-002  6.42166e-002  5.54847e-002  4.85085e-002  4.29366e-002  3.84769e-002  3.49013e-002  3.20286e-002  2.97173e-002  2.78558e-002  2.63555e-002  2.51423e-002  2.41566e-002  2.33443e-002  2.26585e-002  2.20533e-002  2.14838e-002  2.09020e-002  2.02555e-002  1.94858e-002  1.85266e-002  1.73063e-002  1.57531e-002  1.38107e-002  1.14690e-002  8.81151e-003  6.06561e-003  3.59785e-003  1.77426e-003  7.25921e-004  2.78474e-004  1.45638e-004  1.22977e-004  1.19627e-004
 -1.50000e-003 -1.35257e-004 -1.50171e-004 -1.91711e-004 -3.56066e-004 -8.60441e-004 -2.00237e-003 -3.92664e-003 -6.43623e-003 -9.14064e-003 -1.17068e-002 -1.39507e-002 -1.58124e-002 -1.73082e-002 -1.84914e-002 -1.94283e-002 -2.01860e-002 -2.08265e-002 -2.14059e-002 -2.19744e-002 -2.25783e-002 -2.32625e-002 -2.40713e-002 -2.50515e-002 -2.62556e-002 -2.77438e-002 -2.95884e-002 -3.18769e-002 -3.47209e-002 -3.82596e-002 -4.26751e-002 -4.81963e-002 -5.51230e-002 -6.38293e-002 -7.47708e-002 -8.84463e-002 -1.05273e-001 -1.25217e-001 -1.46971e-001 -1.66569e-001 -1.76658e-001 -1.69963e-001 -1.47025e-001 -1.16960e-001 -8.85471e-002 -6.53760e-002 -4.75100e-002 -3.38315e-002 -2.31356e-002 -1.44357e-002 -6.93181e-003  0.00000e+000  6.93181e-003  1.44357e-002  2.31356e-002  3.38315e-002  4.75100e-002  6.53760e-002  8.85471e-002  1.16960e-001  1.47025e-001  1.69963e-001  1.76658e-001  1.66569e-001  1.46970e-001  1.25217e-001  1.05273e-001  8.84463e-002  7.47708e-002  6.38293e-002  5.51230e-002  4.81963e-002  4.26751e-002  3.82596e-002  3.47209e-002  3.18769e-002  2.95884e-002  2.77438e-002  2.62556e-002  2.50515e-002  2.40713e-002  2.32625e-002  2.25783e-002  2.19744e-002  2.14059e-002  2.08265e-002  2.01860e-002  1.94283e-002  1.84914e-002  1.73082e-002  1.58124e-002  1.39507e-002  1.17069e-002  9.14065e-003  6.43623e-003  3.92663e-003  2.00236e-003  8.60441e-004  3.56066e-004  1.91711e-004  1.50171e-004  1.35257e-004
 -2.00000e-003 -1.57810e-004 -1.90284e-004 -2.61934e-004 -4.78661e-004 -1.07771e-003 -2.36747e-003 -4.42947e-003 -6.96639e-003 -9.58071e-003 -1.20057e-002 -1.41140e-002 -1.58701e-002 -1.72932e-002 -1.84304e-002 -1.93403e-002 -2.00841e-002 -2.07179e-002 -2.12946e-002 -2.18621e-002 -2.24654e-002 -2.31473e-002 -2.39510e-002 -2.49235e-002 -2.61156e-002 -2.75871e-002 -2.94079e-002 -3.16650e-002 -3.44678e-002 -3.79556e-002 -4.23067e-002 -4.77555e-002 -5.46082e-002 -6.32632e-002 -7.42333e-002 -8.81413e-002 -1.05649e-001 -1.27147e-001 -1.51823e-001 -1.75545e-001 -1.88564e-001 -1.79547e-001 -1.49635e-001 -1.13678e-001 -8.30456e-002 -6.01036e-002 -4.33457e-002 -3.08439e-002 -2.11450e-002 -1.32337e-002 -6.37350e-003  0.00000e+000  6.37350e-003  1.32337e-002  2.11450e-002  3.08439e-002  4.33457e-002  6.01036e-002  8.30456e-002  1.13678e-001  1.49635e-001  1.79547e-001  1.88564e-001  1.75545e-001  1.51823e-001  1.27147e-001  1.05649e-001  8.81413e-002  7.42333e-002  6.32632e-002  5.46082e-002  4.77555e-002  4.23067e-002  3.79556e-002  3.44678e-002  3.16650e-002  2.94079e-002  2.75871e-002  2.61156e-002  2.49235e-002  2.39510e-002  2.31473e-002  2.24654e-002  2.18621e-002  2.12946e-002  2.07179e-002  2.00841e-002  1.93404e-002  1.84304e-002  1.72932e-002  1.58702e-002  1.41140e-002  1.20057e-002  9.58073e-003  6.96638e-003  4.42947e-003  2.36747e-003  1.07771e-003  4.78662e-004  2.61934e-004  1.90284e-004  1.57811e-004
 -2.50000e-003 -1.87816e-004 -2.45152e-004 -3.62275e-004 -6.63475e-004 -1.41839e-003 -2.93405e-003 -5.15337e-003 -7.65195e-003 -1.00943e-002 -1.23227e-002 -1.42655e-002 -1.59011e-002 -1.72442e-002 -1.83324e-002 -1.92150e-002 -1.99448e-002 -2.05729e-002 -2.11482e-002 -2.17156e-002 -2.23180e-002 -2.29970e-002 -2.37954e-002 -2.47582e-002 -2.59352e-002 -2.73844e-002 -2.91749e-002 -3.13920e-002 -3.41417e-002 -3.75620e-002 -4.18304e-002 -4.71807e-002 -5.39311e-002 -6.25000e-002 -7.34669e-002 -8.75979e-002 -1.05869e-001 -1.29267e-001 -1.57881e-001 -1.87929e-001 -2.06265e-001 -1.93607e-001 -1.51946e-001 -1.07548e-001 -7.47813e-002 -5.28801e-002 -3.79172e-002 -2.70639e-002 -1.86628e-002 -1.17424e-002 -5.67480e-003  0.00000e+000  5.67480e-003  1.17424e-002  1.86628e-002  2.70639e-002  3.79172e-002  5.28801e-002  7.47813e-002  1.07548e-001  1.51944e-001  1.93607e-001  2.06265e-001  1.87929e-001  1.57881e-001  1.29268e-001  1.05869e-001  8.75979e-002  7.34669e-002  6.25000e-002  5.39311e-002  4.71807e-002  4.18304e-002  3.75620e-002  3.41417e-002  3.13920e-002  2.91749e-002  2.73844e-002  2.59352e-002  2.47582e-002  2.37957e-002  2.29970e-002  2.23180e-002  2.17156e-002  2.11482e-002  2.05729e-002  1.99448e-002  1.92150e-002  1.83324e-002  1.72442e-002  1.59011e-002  1.42655e-002  1.23227e-002  1.00943e-002  7.65194e-003  5.15337e-003  2.93405e-003  1.41840e-003  6.63474e-004  3.62275e-004  2.45152e-004  1.87816e-004
 -3.00000e-003 -2.25724e-004 -3.16664e-004 -5.00255e-004 -9.37374e-004 -1.95914e-003 -3.82623e-003 -6.15778e-003 -8.45105e-003 -1.06056e-002 -1.25909e-002 -1.43568e-002 -1.58729e-002 -1.71403e-002 -1.81840e-002 -1.90429e-002 -1.97620e-002 -2.03873e-002 -2.09633e-002 -2.15319e-002 -2.21349e-002 -2.28113e-002 -2.36034e-002 -2.45542e-002 -2.57129e-002 -2.71353e-002 -2.88894e-002 -3.10573e-002 -3.37425e-002 -3.70802e-002 -4.12445e-002 -4.64718e-002 -5.30808e-002 -6.15183e-002 -7.24231e-002 -8.67149e-002 -1.05723e-001 -1.31218e-001 -1.64782e-001 -2.04214e-001 -2.32491e-001 -2.14177e-001 -1.52121e-001 -9.65166e-002 -6.28812e-002 -4.35102e-002 -3.12558e-002 -2.25578e-002 -1.57526e-002 -1.00117e-002 -4.87263e-003  0.00000e+000  4.87263e-003  1.00117e-002  1.57526e-002  2.25578e-002  3.12558e-002  4.35102e-002  6.28812e-002  9.65166e-002  1.52121e-001  2.14177e-001  2.32489e-001  2.04214e-001  1.64782e-001  1.31218e-001  1.05724e-001  8.67148e-002  7.24231e-002  6.15183e-002  5.30808e-002  4.64718e-002  4.12445e-002  3.70802e-002  3.37429e-002  3.10573e-002  2.88894e-002  2.71353e-002  2.57129e-002  2.45542e-002  2.36035e-002  2.28111e-002  2.21349e-002  2.15319e-002  2.09633e-002  2.03873e-002  1.97620e-002  1.90429e-002  1.81840e-002  1.71403e-002  1.58729e-002  1.43568e-002  1.25909e-002  1.06056e-002  8.45106e-003  6.15778e-003  3.82623e-003  1.95914e-003  9.37374e-004  5.00255e-004  3.16665e-004  2.25723e-004
 -3.50000e-003 -2.71691e-004 -4.06158e-004 -6.83590e-004 -1.33900e-003 -2.85073e-003 -5.30368e-003 -7.47923e-003 -9.22315e-003 -1.09760e-002 -1.27151e-002 -1.43274e-002 -1.57475e-002 -1.69572e-002 -1.79692e-002 -1.88138e-002 -1.95291e-002 -2.01560e-002 -2.07359e-002 -2.13086e-002 -2.19128e-002 -2.25873e-002 -2.33725e-002 -2.43098e-002 -2.54469e-002 -2.68388e-002 -2.85495e-002 -3.06600e-002 -3.32694e-002 -3.65079e-002 -4.05479e-002 -4.56204e-002 -5.20490e-002 -6.02953e-002 -7.10508e-002 -8.53755e-002 -1.04962e-001 -1.32495e-001 -1.71740e-001 -2.24519e-001 -2.72063e-001 -2.45238e-001 -1.45540e-001 -7.74612e-002 -4.64288e-002 -3.19566e-002 -2.34728e-002 -1.74697e-002 -1.25078e-002 -8.09437e-003 -3.98347e-003  0.00000e+000  3.98347e-003  8.09437e-003  1.25078e-002  1.74697e-002  2.34728e-002  3.19566e-002  4.64288e-002  7.74612e-002  1.45540e-001  2.45238e-001  2.72063e-001  2.24519e-001  1.71740e-001  1.32495e-001  1.04962e-001  8.53755e-002  7.10508e-002  6.02953e-002  5.20490e-002  4.56204e-002  4.05479e-002  3.65079e-002  3.32694e-002  3.06600e-002  2.85495e-002  2.68388e-002  2.54469e-002  2.43096e-002  2.33725e-002  2.25873e-002  2.19128e-002  2.13086e-002  2.07359e-002  2.01560e-002  1.95291e-002  1.88138e-002  1.79692e-002  1.69572e-002  1.57476e-002  1.43275e-002  1.27151e-002  1.09760e-002  9.22315e-003  7.47923e-003  5.30368e-003  2.85073e-003  1.33900e-003  6.83591e-004  4.06158e-004  2.71691e-004
 -4.00000e-003 -3.25347e-004 -5.13484e-004 -9.16810e-004 -1.91402e-003 -4.40240e-003 -7.99450e-003 -8.94670e-003 -9.60918e-003 -1.09820e-002 -1.25725e-002 -1.41080e-002 -1.54832e-002 -1.66683e-002 -1.76706e-002 -1.85150e-002 -1.92361e-002 -1.98717e-002 -2.04603e-002 -2.10397e-002 -2.16472e-002 -2.23208e-002 -2.30983e-002 -2.40211e-002 -2.51346e-002 -2.64909e-002 -2.81532e-002 -3.01965e-002 -3.27199e-002 -3.58438e-002 -3.97367e-002 -4.46253e-002 -5.08263e-002 -5.88109e-002 -6.93016e-002 -8.34678e-002 -1.03317e-001 -1.32451e-001 -1.77377e-001 -2.47607e-001 -3.33417e-001 -2.95790e-001 -1.20334e-001 -4.65044e-002 -2.47987e-002 -1.85786e-002 -1.47542e-002 -1.20224e-002 -9.01307e-003 -6.07529e-003 -3.03663e-003  0.00000e+000  3.03663e-003  6.07529e-003  9.01307e-003  1.20224e-002  1.47542e-002  1.85786e-002  2.47987e-002  4.65044e-002  1.20334e-001  2.95790e-001  3.33417e-001  2.47607e-001  1.77377e-001  1.32451e-001  1.03317e-001  8.34672e-002  6.93016e-002  5.88109e-002  5.08263e-002  4.46253e-002  3.97367e-002  3.58438e-002  3.27199e-002  3.01965e-002  2.81532e-002  2.64909e-002  2.51346e-002  2.40211e-002  2.30985e-002  2.23208e-002  2.16472e-002  2.10397e-002  2.04603e-002  1.98717e-002  1.92361e-002  1.85150e-002  1.76705e-002  1.66684e-002  1.54832e-002  1.41080e-002  1.25725e-002  1.09820e-002  9.60918e-003  8.94669e-003  7.99450e-003  4.40240e-003  1.91402e-003  9.16811e-004  5.13484e-004  3.25347e-004
 -4.50000e-003 -3.85559e-004 -6.35951e-004 -1.19528e-003 -2.68682e-003 -7.22393e-003 -1.38388e-002 -9.35325e-003 -8.87773e-003 -1.03243e-002 -1.20270e-002 -1.36266e-002 -1.50371e-002 -1.62457e-002 -1.72678e-002 -1.81315e-002 -1.88714e-002 -1.95242e-002 -2.01274e-002 -2.07178e-002 -2.13319e-002 -2.20054e-002 -2.27756e-002 -2.36820e-002 -2.47692e-002 -2.60866e-002 -2.76939e-002 -2.96641e-002 -3.20875e-002 -3.50829e-002 -3.88079e-002 -4.34799e-002 -4.94072e-002 -5.70515e-002 -6.71429e-002 -8.09025e-002 -1.00544e-001 -1.30392e-001 -1.79652e-001 -2.68902e-001 -4.28258e-001 -3.91752e-001 -4.65520e-002 -1.88994e-003  2.17639e-003 -4.74691e-003 -5.10114e-003 -6.78827e-003 -5.22187e-003 -4.14481e-003 -2.00854e-003  0.00000e+000  2.00854e-003  4.14482e-003  5.22187e-003  6.78827e-003  5.10114e-003  4.74691e-003 -2.17639e-003  1.88997e-003  4.65520e-002  3.91750e-001  4.28258e-001  2.68902e-001  1.79652e-001  1.30392e-001  1.00544e-001  8.09025e-002  6.71429e-002  5.70515e-002  4.94072e-002  4.34799e-002  3.88079e-002  3.50829e-002  3.20875e-002  2.96641e-002  2.76935e-002  2.60866e-002  2.47692e-002  2.36820e-002  2.27756e-002  2.20054e-002  2.13319e-002  2.07178e-002  2.01274e-002  1.95242e-002  1.88710e-002  1.81315e-002  1.72678e-002  1.62457e-002  1.50371e-002  1.36266e-002  1.20270e-002  1.03243e-002  8.87773e-003  9.35325e-003  1.38388e-002  7.22392e-003  2.68682e-003  1.19528e-003  6.35950e-004  3.85559e-004
 -5.00000e-003 -4.50331e-004 -7.67642e-004 -1.49905e-003 -3.58998e-003 -1.19842e-002 -3.26894e-002 -3.73473e-003 -5.99064e-003 -8.71145e-003 -1.09634e-002 -1.28244e-002 -1.43731e-002 -1.56645e-002 -1.67426e-002 -1.76486e-002 -1.84226e-002 -1.91030e-002 -1.97283e-002 -2.03346e-002 -2.09575e-002 -2.16324e-002 -2.23959e-002 -2.32860e-002 -2.43448e-002 -2.56192e-002 -2.71666e-002 -2.90544e-002 -3.13695e-002 -3.42208e-002 -3.77582e-002 -4.21830e-002 -4.77870e-002 -5.50115e-002 -6.45566e-002 -7.76306e-002 -9.64788e-002 -1.25738e-001 -1.76293e-001 -2.78750e-001 -5.48364e-001 -6.54410e-001  1.29087e-001  4.48325e-002  3.51226e-002  3.59774e-003  6.72210e-003 -4.58321e-003 -3.61130e-004 -3.45796e-003 -6.60798e-004  0.00000e+000  6.60798e-004  3.45796e-003  3.61130e-004  4.58321e-003 -6.72210e-003 -3.59774e-003 -3.51226e-002 -4.48325e-002 -1.29088e-001  6.54410e-001  5.48363e-001  2.78750e-001  1.76293e-001  1.25738e-001  9.64787e-002  7.76306e-002  6.45566e-002  5.50115e-002  4.77870e-002  4.21830e-002  3.77582e-002  3.42208e-002  3.13695e-002  2.90544e-002  2.71666e-002  2.56192e-002  2.43444e-002  2.32860e-002  2.23959e-002  2.16324e-002  2.09575e-002  2.03346e-002  1.97283e-002  1.91030e-002  1.84226e-002  1.76486e-002  1.67426e-002  1.56645e-002  1.43731e-002  1.28244e-002  1.09633e-002  8.71145e-003  5.99071e-003  3.73473e-003  3.26894e-002  1.19842e-002  3.58998e-003  1.49905e-003  7.67642e-004  4.50331e-004
# Vertical 2nd Order Kick [T2m2]
START
               -5.00000e-002 -4.90000e-002 -4.80000e-002 -4.70000e-002 -4.60000e-002 -4.50000e-002 -4.40000e-002 -4.30000e-002 -4.20000e-002 -4.10000e-002 -4.00000e-002 -3.90000e-002 -3.80000e-002 -3.70000e-002 -3.60000e-002 -3.50000e-002 -3.40000e-002 -3.30000e-002 -3.20000e-002 -3.10000e-002 -3.00000e-002 -2.90000e-002 -2.80000e-002 -2.70000e-002 -2.60000e-002 -2.50000e-002 -2.40000e-002 -2.30000e-002 -2.20000e-002 -2.10000e-002 -2.00000e-002 -1.90000e-002 -1.80000e-002 -1.70000e-002 -1.60000e-002 -1.50000e-002 -1.40000e-002 -1.30000e-002 -1.20000e-002 -1.10000e-002 -1.00000e-002 -9.00000e-003 -8.00000e-003 -7.00000e-003 -6.00000e-003 -5.00000e-003 -4.00000e-003 -3.00000e-003 -2.00000e-003 -1.00000e-003  0.00000e+000  1.00000e-003  2.00000e-003  3.00000e-003  4.00000e-003  5.00000e-003  6.00000e-003  7.00000e-003  8.00000e-003  9.00000e-003  1.00000e-002  1.10000e-002  1.20000e-002  1.30000e-002  1.40000e-002  1.50000e-002  1.60000e-002  1.70000e-002  1.80000e-002  1.90000e-002  2.00000e-002  2.10000e-002  2.20000e-002  2.30000e-002  2.40000e-002  2.50000e-002  2.60000e-002  2.70000e-002  2.80000e-002  2.90000e-002  3.00000e-002  3.10000e-002  3.20000e-002  3.30000e-002  3.40000e-002  3.50000e-002  3.60000e-002  3.70000e-002  3.80000e-002  3.90000e-002  4.00000e-002  4.10000e-002  4.20000e-002  4.30000e-002  4.40000e-002  4.50000e-002  4.60000e-002  4.70000e-002  4.80000e-002  4.90000e-002  5.00000e-002
  5.00000e-003 -2.48854e-004 -4.39030e-004 -8.48025e-004 -1.91350e-003 -6.49351e-003 -6.03126e-002 -4.55564e-002 -3.12444e-002 -2.52214e-002 -2.18450e-002 -1.95745e-002 -1.78434e-002 -1.64102e-002 -1.51621e-002 -1.40422e-002 -1.30179e-002 -1.20688e-002 -1.11784e-002 -1.03319e-002 -9.51505e-003 -8.71164e-003 -7.90469e-003 -7.07448e-003 -6.19766e-003 -5.24787e-003 -4.19246e-003 -2.98953e-003 -1.58898e-003  7.37978e-005  2.08328e-003  4.55011e-003  7.62046e-003  1.14900e-002  1.64277e-002  2.28019e-002  3.11017e-002  4.18737e-002  5.50358e-002  6.48753e-002  5.26228e-003 -1.04751e+000 -4.23974e-001 -1.45151e-001 -1.17931e-001 -2.36376e-002 -5.44420e-002  9.61366e-003 -3.01678e-002  2.09066e-002 -2.07270e-002  2.36782e-002 -2.07270e-002  2.09066e-002 -3.01678e-002  9.61366e-003 -5.44420e-002 -2.36376e-002 -1.17931e-001 -1.45151e-001 -4.23974e-001 -1.04751e+000  5.26228e-003  6.48753e-002  5.50358e-002  4.18737e-002  3.11017e-002  2.28019e-002  1.64277e-002  1.14900e-002  7.62046e-003  4.55011e-003  2.08328e-003  7.37978e-005 -1.58898e-003 -2.98953e-003 -4.19246e-003 -5.24787e-003 -6.19765e-003 -7.07448e-003 -7.90469e-003 -8.71164e-003 -9.51505e-003 -1.03319e-002 -1.11784e-002 -1.20688e-002 -1.30179e-002 -1.40422e-002 -1.51621e-002 -1.64102e-002 -1.78434e-002 -1.95744e-002 -2.18450e-002 -2.52214e-002 -3.12443e-002 -4.55564e-002 -6.03127e-002 -6.49352e-003 -1.91350e-003 -8.48025e-004 -4.39031e-004 -2.48854e-004
  4.50000e-003 -2.31203e-004 -4.13085e-004 -8.08160e-004 -1.83558e-003 -5.61240e-003 -2.06246e-002 -2.67784e-002 -2.32743e-002 -2.05723e-002 -1.87200e-002 -1.73122e-002 -1.61351e-002 -1.50893e-002 -1.41305e-002 -1.32385e-002 -1.24030e-002 -1.16155e-002 -1.08688e-002 -1.01533e-002 -9.45922e-003 -8.77350e-003 -8.08162e-003 -7.36695e-003 -6.60783e-003 -5.78134e-003 -4.85670e-003 -3.79746e-003 -2.55789e-003 -1.07892e-003  7.13664e-004  2.91446e-003  5.64381e-003  9.04989e-003  1.33094e-002  1.85901e-002  2.49418e-002  3.18352e-002  3.62756e-002  2.38626e-002 -8.18295e-002 -4.52109e-001 -3.65270e-001 -1.93135e-001 -1.27023e-001 -7.51462e-002 -6.23235e-002 -3.77146e-002 -3.82871e-002 -2.36259e-002 -2.94050e-002 -1.98632e-002 -2.94050e-002 -2.36259e-002 -3.82871e-002 -3.77146e-002 -6.23235e-002 -7.51462e-002 -1.27023e-001 -1.93135e-001 -3.65271e-001 -4.52109e-001 -8.18311e-002  2.38626e-002  3.62755e-002  3.18352e-002  2.49424e-002  1.85901e-002  1.33094e-002  9.04989e-003  5.64381e-003  2.91446e-003  7.13664e-004 -1.07892e-003 -2.55789e-003 -3.79746e-003 -4.85670e-003 -5.78134e-003 -6.60783e-003 -7.36695e-003 -8.08162e-003 -8.77366e-003 -9.45922e-003 -1.01533e-002 -1.08688e-002 -1.16155e-002 -1.24030e-002 -1.32385e-002 -1.41305e-002 -1.50893e-002 -1.61351e-002 -1.73123e-002 -1.87199e-002 -2.05723e-002 -2.32743e-002 -2.67784e-002 -2.06246e-002 -5.61241e-003 -1.83558e-003 -8.08161e-004 -4.13085e-004 -2.31203e-004
